event_id,page
e1000,Lausanne_geo_en
e1001,Lausanne_geo_en
e1002,Lausanne_geo_en
e1003,Lausanne_geo_en
e1004,Lausanne_geo_en
e1005,Lausanne_geo_en
e1006,Lausanne_geo_en
e1007,Lausanne_geo_en
e1008,Lausanne_geo_en
e1009,Lausanne_geo_en
e1010,Lausanne_geo_en
e1011,Lausanne_geo_en
e1012,Lausanne_geo_en
e1013,Lausanne_geo_en
e1014,Lausanne_geo_en
e1015,Lausanne_geo_en
e1016,Lausanne_geo_en
e1017,Lausanne_geo_en
e1018,Lausanne_geo_en
e1019,Lausanne_geo_en
e1020,Lausanne_geo_en
e1021,Lausanne_geo_en
e1022,Lausanne_geo_en
e1023,Lausanne_geo_en
e1024,Lausanne_geo_en
e1025,Lausanne_geo_en
e1026,Lausanne_geo_en
e1027,Lausanne_geo_en
e1028,Lausanne_geo_en
e1029,Lausanne_geo_en
e1030,Lausanne_geo_en
e1031,Lausanne_geo_en
e1032,Lausanne_geo_en
e1033,Lausanne_geo_en
e1034,Lausanne_geo_en
e1035,Lausanne_geo_en
e1036,Lausanne_geo_en
e1037,Lausanne_geo_en
e1038,Lausanne_geo_en
e1039,Lausanne_geo_en
e1040,Lausanne_geo_en
e1041,Lausanne_geo_en
e1042,Lausanne_geo_en
e1043,Lausanne_geo_en
e1044,Lausanne_geo_en
e1045,Lausanne_geo_en
e1046,Lausanne_geo_en
e1047,Lausanne_geo_en
e1048,Lausanne_geo_en
e1049,Lausanne_geo_en
e1050,Lausanne_geo_en
e1051,Lausanne_geo_en
e1052,Lausanne_geo_en
e1053,Lausanne_geo_en
e1054,Lausanne_geo_en
e1055,Lausanne_geo_en
e1056,Lausanne_geo_en
e1057,Lausanne_geo_en
e1058,Lausanne_geo_en
e1059,Lausanne_geo_en
e1060,Lausanne_geo_en
e1061,Lausanne_geo_en
e1062,Lausanne_geo_en
e1063,Lausanne_geo_en
e1064,Lausanne_geo_en
e1065,Lausanne_geo_en
e1066,Lausanne_geo_en
e1067,Lausanne_geo_en
e1068,Lausanne_geo_en
e1069,Lausanne_geo_en
e1070,Lausanne_geo_en
e1071,Lausanne_geo_en
e1072,Lausanne_geo_en
e1073,Lausanne_geo_en
e1074,Lausanne_geo_en
e1075,Lausanne_geo_en
e1076,Lausanne_geo_en
e1077,Lausanne_geo_en
e1078,Lausanne_geo_en
e1079,Lausanne_geo_en
e1080,Lausanne_geo_en
e1081,Lausanne_geo_en
e1082,Lausanne_geo_en
e1083,Lausanne_geo_en
e1084,Lausanne_geo_en
e1085,Lausanne_geo_en
e1086,Lausanne_geo_en
e1087,Lausanne_geo_en
e1088,Lausanne_geo_en
e1089,Lausanne_geo_en
e1090,Lausanne_geo_en
e1091,Lausanne_geo_en
e1092,Lausanne_geo_en
e1093,Lausanne_geo_en
e1094,Lausanne_geo_en
e1095,Lausanne_geo_en
e1096,Lausanne_geo_en
e1097,Lausanne_geo_en
e1098,Lausanne_geo_en
e1099,Lausanne_geo_en
e1100,Lausanne_geo_en
e1101,Lausanne_geo_en
e1102,Lausanne_geo_en
e1103,Lausanne_geo_en
e1104,Lausanne_geo_en
e1105,Lausanne_geo_en
e1106,Lausanne_geo_en
e1107,Lausanne_geo_en
e1108,Lausanne_geo_en
e1109,Lausanne_geo_en
e1110,Lausanne_geo_en
e1111,Lausanne_geo_en
e1112,Lausanne_geo_en
e1113,Lausanne_geo_en
e1114,Lausanne_geo_en
e1115,Lausanne_geo_en
