START_ID,END_ID,TYPE
Zurich_en,Zurich_en_b118,HAS_BLOCK
Zurich_en,Zurich_en_b119,HAS_BLOCK
Zurich_en,Zurich_en_b120,HAS_BLOCK
Zurich_en,Zurich_en_b121,HAS_BLOCK
Zurich_en,Zurich_en_b122,HAS_BLOCK
Zurich_en,Zurich_en_b123,HAS_BLOCK
Zurich_en,Zurich_en_b124,HAS_BLOCK
Zurich_en,Zurich_en_b125,HAS_BLOCK
Zurich_en,Zurich_en_b126,HAS_BLOCK
Zurich_en,Zurich_en_b127,HAS_BLOCK
Zurich_en,Zurich_en_b128,HAS_BLOCK
Zurich_en,Zurich_en_b129,HAS_BLOCK
Zurich_en,Zurich_en_b130,HAS_BLOCK
Zurich_en,Zurich_en_b131,HAS_BLOCK
Zurich_en,Zurich_en_b132,HAS_BLOCK
Zurich_en,Zurich_en_b133,HAS_BLOCK
Zurich_en,Zurich_en_b134,HAS_BLOCK
Zurich_en,Zurich_en_b135,HAS_BLOCK
Zurich_en,Zurich_en_b136,HAS_BLOCK
Zurich_en,Zurich_en_b137,HAS_BLOCK
Zurich_en,Zurich_en_b138,HAS_BLOCK
Zurich_en,Zurich_en_b139,HAS_BLOCK
Zurich_en,Zurich_en_b140,HAS_BLOCK
Zurich_en,Zurich_en_b141,HAS_BLOCK
Zurich_en,Zurich_en_b142,HAS_BLOCK
Zurich_en,Zurich_en_b143,HAS_BLOCK
Zurich_en,Zurich_en_b144,HAS_BLOCK
Zurich_en,Zurich_en_b145,HAS_BLOCK
Zurich_en,Zurich_en_b146,HAS_BLOCK
Zurich_en,Zurich_en_b147,HAS_BLOCK
Zurich_en,Zurich_en_b148,HAS_BLOCK
Zurich_en,Zurich_en_b149,HAS_BLOCK
Zurich_en,Zurich_en_b150,HAS_BLOCK
Zurich_en,Zurich_en_b151,HAS_BLOCK
Zurich_en,Zurich_en_b152,HAS_BLOCK
Zurich_en,Zurich_en_b153,HAS_BLOCK
Zurich_en,Zurich_en_b154,HAS_BLOCK
Zurich_en,Zurich_en_b155,HAS_BLOCK
Zurich_en,Zurich_en_b156,HAS_BLOCK
Zurich_en,Zurich_en_b157,HAS_BLOCK
Zurich_en,Zurich_en_b158,HAS_BLOCK
Zurich_en,Zurich_en_b159,HAS_BLOCK
Zurich_en,Zurich_en_b160,HAS_BLOCK
Zurich_en,Zurich_en_b161,HAS_BLOCK
Zurich_en,Zurich_en_b162,HAS_BLOCK
Zurich_en,Zurich_en_b163,HAS_BLOCK
Zurich_en,Zurich_en_b164,HAS_BLOCK
Zurich_en,Zurich_en_b165,HAS_BLOCK
Zurich_en,Zurich_en_b166,HAS_BLOCK
Zurich_en,Zurich_en_b167,HAS_BLOCK
Zurich_en,Zurich_en_b168,HAS_BLOCK
Zurich_en,Zurich_en_b169,HAS_BLOCK
Zurich_en,Zurich_en_b170,HAS_BLOCK
Zurich_en,Zurich_en_b171,HAS_BLOCK
Zurich_en,Zurich_en_b172,HAS_BLOCK
Zurich_en,Zurich_en_b173,HAS_BLOCK
Zurich_en,Zurich_en_b174,HAS_BLOCK
Zurich_en,Zurich_en_b175,HAS_BLOCK
Zurich_en,Zurich_en_b176,HAS_BLOCK
Zurich_en,Zurich_en_b177,HAS_BLOCK
Zurich_en,Zurich_en_b178,HAS_BLOCK
Zurich_en,Zurich_en_b179,HAS_BLOCK
Zurich_en,Zurich_en_b180,HAS_BLOCK
Zurich_en,Zurich_en_b181,HAS_BLOCK
Zurich_en,Zurich_en_b182,HAS_BLOCK
Zurich_en,Zurich_en_b183,HAS_BLOCK
